Which ones He 's got tons of movies 	 Rambo was the first one
Rambo was the first one 	 Great movie Sort of felt bad for him in that
Great movie Sort of felt bad for him in that 	 Yeah me too
Yeah me too 	 All he wanted to do was pass through town
All he wanted to do was pass through town 	 See racism in a different form
See racism in a different form 	 I know just because of the way he looked
I know just because of the way he looked 	 He did some crazy things to those soldiers
He did some crazy things to those soldiers 	 Yes they did n't know who they were messing with
What did you think of the movie Power Rangers 	 I felt like it was terrible I do n't understand why people enjoyed it so much
I felt like it was terrible I do n't understand why people enjoyed it so much 	 I feel like the action scenes in Power Rangers were too generic
I feel like the action scenes in Power Rangers were too generic 	 They were too generic and also it seemed like the movie was trying too hard to be Politically Correct
They were too generic and also it seemed like the movie was trying too hard to be Politically Correct 	 I did like seeing some background information on the character Rita Repulsa though
I did like seeing some background information on the character Rita Repulsa though 	 It was interesting to find out she was once a Green Ranger
It was interesting to find out she was once a Green Ranger 	 Do you think they will make a Power Rangers Two
Do you think they will make a Power Rangers Two 	 Maybe I am not sure though if I would go see it
Maybe I am not sure though if I would go see it 	 What did you think of the fighting style of the Power Rangers
What did you think of the fighting style of the Power Rangers 	 It was alright but it could of been better with more believable action scenes
Would you consider Iron Man an action movie 	 Yes I would say its a super hero action movie
Yes I would say its a super hero action movie 	 OK some people would not consider it that so I was just checking
OK some people would not consider it that so I was just checking 	 I think the plot is not one of an action movie but it develops into one
I think the plot is not one of an action movie but it develops into one 	 Do you think the comics are action comics
Do you think the comics are action comics 	 No I feel like Hollywood brings that element
No I feel like Hollywood brings that element 	 I liked how Robert Downey Jr Played Tony Stark in the film
I liked how Robert Downey Jr Played Tony Stark in the film 	 He did an excellent job with him
He did an excellent job with him 	 His enemy was right on too
His enemy was right on too 	 I cant remember his name but it was an epic battle at the end
Whats your favorite mafia action movie 	 Wow that 's a good question I would have to say Donnie Brasco
Wow that 's a good question I would have to say Donnie Brasco 	 I love that movie There 's some intense parts in it
I love that movie There 's some intense parts in it 	 Yeah like how they chop the guys up in the basement
Yeah like how they chop the guys up in the basement 	 Did you know that it is based on a true story
Did you know that it is based on a true story 	 Wow that 's pretty messed up
Wow that 's pretty messed up 	 Yeah it is hard to believe how ruthless the mafia was
Yeah it is hard to believe how ruthless the mafia was 	 It is probably the reason why the mafia fell apart
It is probably the reason why the mafia fell apart 	 I agree they associated with too many killers even though they were mainly about business
I agree they associated with too many killers even though they were mainly about business 	 It 's a good thing that kind of stuff is illegal or they would control everything
Which Independence Day film did you like more The orginial one released in or Independence Day Resurgence the one released in 	 I liked them both a lot The newest one is a sequel to the orginial so the story line pretty much picked up where the first one left off
I liked them both a lot The newest one is a sequel to the orginial so the story line pretty much picked up where the first one left off 	 You 're correct but I ca n't help but feel more of an attachment to the first one
You 're correct but I ca n't help but feel more of an attachment to the first one 	 Well I think the orginal film had much better acting and did n't have as much CGI as the second one but I 'm a sucker for these types of films
Well I think the orginal film had much better acting and did n't have as much CGI as the second one but I 'm a sucker for these types of films 	 Do you remember President Whitmore 's motivating speech in the first movie
Do you remember President Whitmore 's motivating speech in the first movie 	 Which the speech The speech at the air base before the final assualt on the alien mothership
Which the speech The speech at the air base before the final assualt on the alien mothership 	 Yup that 's the one Bill Pullman 's speech is actually considered one of the best actor monologues of all time
Yup that 's the one Bill Pullman 's speech is actually considered one of the best actor monologues of all time 	 Ha In my acting class last semester I actually had to perform a monologue and chose this exact monologue for my presentation
Ha In my acting class last semester I actually had to perform a monologue and chose this exact monologue for my presentation 	 How does the monologue start
How does the monologue start 	 Good morning In less than an hour aircraft from here will join others from around the world And you will be launching the largest aerial battle in this history of mankind Just writing it gives me chills Imagine what would be going through your mind knowing the fate of mankind rest on your shoulders Bill Pullman is a great actor
So what are some of your favorite action movies 	 Well I for sure have to mention the films of John Woo there 's so many it 's hard to pick just one
Well I for sure have to mention the films of John Woo there 's so many it 's hard to pick just one 	 Oh yeah he 's awesome
Oh yeah he 's awesome 	 Yeah I liked The Killer Hard Boiled Face/Off Hard Target there 's just so many cool scenes in each of them
Yeah I liked The Killer Hard Boiled Face/Off Hard Target there 's just so many cool scenes in each of them 	 I 've always like the whole guy with two guns thing he does in each film
I 've always like the whole guy with two guns thing he does in each film 	 Yeah that 's awesome Oh and Mission Impossible was good although I 'm told Cruise interfered a lot with the final cut of the film
Yeah that 's awesome Oh and Mission Impossible was good although I 'm told Cruise interfered a lot with the final cut of the film 	 I liked that movie although I did think that ending part was a little bit cheesy You know they way Ethan Hunt kicks the sand and the gun flys STRAIGHT up into his hand like it was just levitating or something
